player_id,web_name,first_name,second_name,team,team_short_name,position,price_millions,selected_by_percent,transfers_in,transfers_out,status,chance_of_playing_next_round,news,captured_at
162,Andrey Santos,Andrey,Nascimento dos Santos,Man Utd,MUN,MID,5.0,1.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
551,Angulo,Nilson,Angulo,Sunderland,SUN,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
561,Anselmino,Aaron,Anselmino,Chelsea,CHE,DEF,4.5,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
105,Anthony,Jaidon,Anthony,Brentford,BRE,MID,6.0,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
244,Armstrong,Harrison,Armstrong,Everton,EVE,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
2,Arrizabalaga,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,5.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
495,Austin,Brandon,Austin,Spurs,TOT,GK,4.0,0.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
492,Awoniyi,Taiwo,Awoniyi,Nott'm Forest,NFO,FWD,5.5,0.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
129,Ayari,Yasin,Ayari,Brighton,BHA,MID,5.5,0.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
235,Aznou,Adam,Aznou,Everton,EVE,DEF,4.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
392,Aït-Nouri,Rayan,Aït-Nouri,Man City,MCI,DEF,5.5,0.9,0,0,a,,,2026-07-28T16:37:26.460290+00:00
146,B.Badiashile,Benoît,Badiashile Mukinayi,Chelsea,CHE,DEF,4.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
426,B.Fernandes,Bruno,Borges Fernandes,Man Utd,MUN,MID,12.0,48.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
44,Bailey,Leon,Bailey,Aston Villa,AVL,MID,5.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
376,Bajcetic,Stefan,Bajčetić Maquieira,Liverpool,LIV,MID,5.0,0.0,0,0,i,0,Hamstring injury - Expected back 23 Aug,2026-07-28T16:37:26.460290+00:00
485,Bakwa,Dilane,Bakwa,Nott'm Forest,NFO,MID,5.5,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
131,Baleba,Carlos,Baleba,Brighton,BHA,MID,5.0,0.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
532,Ballard,Daniel,Ballard,Sunderland,SUN,DEF,5.0,2.8,0,0,a,,,2026-07-28T16:37:26.460290+00:00
559,Bamba,Aladji,Bamba,Newcastle,NEW,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
46,Barkley,Ross,Barkley,Aston Villa,AVL,MID,5.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
453,Barnes,Harvey,Barnes,Newcastle,NEW,MID,6.0,1.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
249,Barry,Thierno,Barry,Everton,EVE,FWD,5.5,1.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
197,Bassette,Norman,Bassette,Coventry City,COV,FWD,4.5,1.5,0,0,u,0,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28T16:37:26.460290+00:00
257,Bassey,Calvin,Bassey,Fulham,FUL,DEF,4.5,0.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
413,Bayindir,Altay,Bayındır,Man Utd,MUN,GK,4.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
286,Belloumi,Mohamed,Belloumi,Hull City,HUL,MID,5.0,0.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
437,Bendito Mantato,Bendito,Mantato,Man Utd,MUN,MID,4.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
199,Benitez,Walter,Benítez,Crystal Palace,CRY,GK,4.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
516,Bentancur,Rodrigo,Bentancur,Spurs,TOT,MID,5.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
265,Berge,Sander,Berge,Fulham,FUL,MID,5.0,0.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
520,Bergvall,Lucas,Bergvall,Spurs,TOT,MID,5.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
248,Beto,Norberto Bercique,Gomes Betuncal,Everton,EVE,FWD,5.5,3.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
386,Bettinelli,Marcus,Bettinelli,Man City,MCI,GK,4.5,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
178,Bidwell,Jake,Bidwell,Coventry City,COV,DEF,4.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
327,Bijol,Jaka,Bijol,Leeds,LEE,DEF,5.0,0.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
479,Bindon,Tyler,Bindon,Nott'm Forest,NFO,DEF,4.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
264,Bobb,Oscar,Bobb,Fulham,FUL,MID,5.5,0.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
35,Bogarde,Lamare,Bogarde,Aston Villa,AVL,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
330,Bogle,Jayden,Bogle,Leeds,LEE,DEF,4.5,0.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
191,Borges Rodrigues,Raphael,Borges Rodrigues,Coventry City,COV,MID,4.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
333,Bornauw,Sebastiaan,Bornauw,Leeds,LEE,DEF,4.5,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
114,Boscagli,Olivier,Boscagli,Brighton,BHA,DEF,4.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
447,Botman,Sven,Botman,Newcastle,NEW,DEF,5.0,0.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
360,Bradley,Conor,Bradley,Liverpool,LIV,DEF,5.0,0.0,0,0,i,0,Knee injury - Unknown return date,2026-07-28T16:37:26.460290+00:00
230,Branthwaite,Jarrad,Branthwaite,Everton,EVE,DEF,5.5,2.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
181,Brau,Miguel,Brau,Coventry City,COV,DEF,4.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
552,Brobbey,Brian,Brobbey,Sunderland,SUN,FWD,6.0,23.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
74,Brooks,David,Brooks,Bournemouth,BOU,MID,5.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
452,Bruno G.,Bruno,Guimarães Rodriguez Moura,Newcastle,NEW,MID,7.0,8.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
41,Buendía,Emiliano,Buendía Stati,Aston Villa,AVL,MID,6.0,0.8,0,0,a,,,2026-07-28T16:37:26.460290+00:00
128,Buonanotte,Facundo,Buonanotte,Brighton,BHA,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
448,Burn,Dan,Burn,Newcastle,NEW,DEF,5.0,2.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
311,Burns,Wes,Burns,Ipswich Town,IPS,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
50,Burrowes,Bradley,Burrowes,Aston Villa,AVL,MID,4.5,1.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
299,Burstow,Mason,Burstow,Hull City,HUL,FWD,4.5,1.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
274,Butland,Jack,Butland,Hull City,HUL,GK,4.5,1.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
302,Button,David,Button,Ipswich Town,IPS,GK,4.0,0.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
509,Byfield,Jun'ai,Byfield,Spurs,TOT,DEF,4.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
373,C.Jones,Curtis,Jones,Liverpool,LIV,MID,5.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
159,Caicedo,Moisés,Caicedo Corozo,Chelsea,CHE,MID,5.5,3.8,0,0,a,,,2026-07-28T16:37:26.460290+00:00
266,Cairney,Tom,Cairney,Fulham,FUL,MID,5.0,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
8,Calafiori,Riccardo,Calafiori,Arsenal,ARS,DEF,5.5,13.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
346,Calvert-Lewin,Dominic,Calvert-Lewin,Leeds,LEE,FWD,6.0,17.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
203,Canvot,Jaydee,Canvot,Crystal Palace,CRY,DEF,5.0,0.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
220,Cardines,Rio,Cardines,Crystal Palace,CRY,DEF,4.5,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
275,Cartwright,Harvey,Cartwright,Hull City,HUL,GK,4.0,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
100,Carvalho,Fábio,Freitas Gouveia Carvalho,Brentford,BRE,MID,5.0,0.0,0,0,i,0,Knee injury - Unknown return date,2026-07-28T16:37:26.460290+00:00
32,Cash,Matty,Cash,Aston Villa,AVL,DEF,4.5,8.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
258,Castagne,Timothy,Castagne,Fulham,FUL,DEF,4.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
206,Chadi Riad,Chadi,Riad Dnanou,Crystal Palace,CRY,DEF,4.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
143,Chalobah,Trevoh,Chalobah,Chelsea,CHE,DEF,5.5,2.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
399,Cherki,Rayan,Cherki,Man City,MCI,MID,7.5,9.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
370,Chiesa,Federico,Chiesa,Liverpool,LIV,MID,5.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
75,Christie,Ryan,Christie,Bournemouth,BOU,MID,5.0,0.1,0,0,s,0,Suspended until 29 Aug,2026-07-28T16:37:26.460290+00:00
313,Clarke,Jack,Clarke,Ipswich Town,IPS,MID,5.5,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
84,Collins,Nathan,Collins,Brentford,BRE,DEF,5.5,2.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
436,Collyer,Toby,Collyer,Man Utd,MUN,MID,5.0,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
149,Colwill,Levi,Samuels Colwill,Chelsea,CHE,DEF,5.0,2.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
71,Cook,Lewis,Cook,Bournemouth,BOU,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
117,Coppola,Diego,Coppola,Brighton,BHA,DEF,4.5,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
119,Costinha,João Pedro,Loureiro da Costa,Brighton,BHA,DEF,4.5,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
280,Coyle,Lewie,Coyle,Hull City,HUL,DEF,4.0,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
289,Crooks,Matt,Crooks,Hull City,HUL,MID,4.5,0.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
428,Cunha,Matheus,Santos Carneiro da Cunha,Man Utd,MUN,MID,8.0,15.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
163,D.Essugo,Dário,Luís Essugo,Chelsea,CHE,MID,4.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
417,Dalot,Diogo,Dalot Teixeira,Man Utd,MUN,DEF,5.0,3.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
96,Damsgaard,Mikkel,Damsgaard,Brentford,BRE,MID,5.5,0.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
382,Danns,Jayden,Danns,Liverpool,LIV,FWD,4.5,0.1,0,0,i,0,Unspecified injury - Unknown return date,2026-07-28T16:37:26.460290+00:00
501,Danso,Kevin,Danso,Spurs,TOT,DEF,5.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
325,Darlow,Karl,Darlow,Man Utd,MUN,GK,4.5,0.1,0,0,d,75,Unspecified injury - 75% chance of playing,2026-07-28T16:37:26.460290+00:00
103,Dasilva,Josh,Dasilva,Brentford,BRE,MID,5.0,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
176,Dasilva,Jay,Dasilva,Coventry City,COV,DEF,4.0,0.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
355,Davies,Harvey,Davies,Liverpool,LIV,GK,4.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
508,Davies,Ben,Davies,Spurs,TOT,DEF,4.0,0.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
305,Davis,Leif,Davis,Ipswich Town,IPS,DEF,4.0,4.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
115,De Cuyper,Maxim,De Cuyper,Brighton,BHA,DEF,4.5,1.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
416,De Ligt,Matthijs,de Ligt,Man Utd,MUN,DEF,5.0,0.0,0,0,i,0,Back injury - Unknown return date,2026-07-28T16:37:26.460290+00:00
167,Delap,Liam,Delap,Chelsea,CHE,FWD,5.5,0.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
59,Dennis,Will,Dennis,Bournemouth,BOU,GK,4.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
298,Destan,Enis,Destan,Hull City,HUL,FWD,4.5,2.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
215,Devenny,Justin,Devenny,Crystal Palace,CRY,MID,5.0,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
236,Dewsbury-Hall,Kiernan,Dewsbury-Hall,Everton,EVE,MID,6.5,4.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
62,Diakité,Bafodé,Diakité,Bournemouth,BOU,DEF,5.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
543,Diarra,Habib,Diarra,Sunderland,SUN,MID,5.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
245,Dibling,Tyler,Dibling,Everton,EVE,MID,5.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
30,Digne,Lucas,Digne,Aston Villa,AVL,DEF,4.5,1.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
259,Diop,Issa,Diop,Ipswich Town,IPS,DEF,4.0,21.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
153,Disasi,Axel,Disasi,Chelsea,CHE,DEF,4.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
400,Doku,Jérémy,Doku,Man City,MCI,MID,7.5,6.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
487,Dominguez,Nicolás,Domínguez,Nott'm Forest,NFO,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
384,Donnarumma,Gianluigi,Donnarumma,Man City,MCI,GK,5.5,11.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
415,Dorgu,Patrick,Dorgu,Man Utd,MUN,MID,6.0,2.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
218,Doucouré,Cheick,Doucouré,Crystal Palace,CRY,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
171,Dovin,Oliver,Dovin,Coventry City,COV,GK,4.0,3.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
288,Dowell,Kieran,Dowell,Hull City,HUL,MID,4.5,0.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
20,Dowman,Max,Dowman,Arsenal,ARS,MID,5.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
221,Drakes-Thomas,Joél,Drakes-Thomas,Crystal Palace,CRY,MID,4.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
281,Drameh,Cody,Drameh,Hull City,HUL,DEF,4.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
497,Dubravka,Martin,Dubravka,Spurs,TOT,GK,4.0,24.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
116,Dunk,Lewis,Dunk,Brighton,BHA,DEF,4.5,0.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
542,E.Le Fée,Enzo,Le Fée,Sunderland,SUN,MID,6.0,9.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
187,Eccles,Josh,Eccles,Coventry City,COV,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
407,Echeverri,Claudio,Echeverri,Man City,MCI,MID,5.0,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
277,Egan,John,Egan,Hull City,HUL,DEF,4.0,0.8,0,0,a,,,2026-07-28T16:37:26.460290+00:00
380,Ekitiké,Hugo,Ekitiké,Liverpool,LIV,FWD,7.5,0.2,0,0,i,0,Achilles injury - Unknown return date,2026-07-28T16:37:26.460290+00:00
454,Elanga,Anthony,Elanga,Newcastle,NEW,MID,6.0,0.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
531,Ellborg,Melker,Ellborg,Sunderland,SUN,GK,4.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
383,Elliott,Harvey,Elliott,Liverpool,LIV,MID,5.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
170,Emegha,Emmanuel,Emegha,Chelsea,CHE,FWD,5.0,0.3,0,0,d,75,Hamstring injury - 75% chance of playing,2026-07-28T16:37:26.460290+00:00
316,Emersonn,Emersonn,Correia da Silva,Ipswich Town,IPS,FWD,5.5,0.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
374,Endo,Endo,Wataru,Liverpool,LIV,MID,5.0,0.0,0,0,d,75,Ankle injury - 75% chance of playing,2026-07-28T16:37:26.460290+00:00
80,Enes Ünal,Enes,Ünal,Bournemouth,BOU,FWD,5.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
155,Enzo,Enzo,Fernández,Chelsea,CHE,MID,7.0,5.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
216,Esse,Romain,Esse,Crystal Palace,CRY,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
157,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,Chelsea,CHE,MID,6.5,1.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
79,Evanilson,Francisco Evanilson,de Lima Barbosa,Bournemouth,BOU,FWD,6.0,1.9,0,0,a,,,2026-07-28T16:37:26.460290+00:00
14,Eze,Eberechi,Eze,Arsenal,ARS,MID,6.5,3.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
113,F.Kadıoğlu,Ferdi,Kadıoğlu,Brighton,BHA,DEF,4.5,3.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
315,Fatawu,Abdul,Fatawu,Ipswich Town,IPS,MID,5.5,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
139,Ferguson,Evan,Ferguson,Brighton,BHA,FWD,5.0,0.0,0,0,i,0,Ankle injury - Expected back 10 Oct,2026-07-28T16:37:26.460290+00:00
525,Fernandes,Mateus,Fernandes,Spurs,TOT,MID,6.0,4.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
438,Fletcher,Tyler,Fletcher,Man Utd,MUN,MID,4.5,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
398,Foden,Phil,Foden,Man City,MCI,MID,7.0,5.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
145,Fofana,Wesley,Fofana,Chelsea,CHE,DEF,5.0,0.0,0,0,s,0,Suspended until 6 Sep,2026-07-28T16:37:26.460290+00:00
58,Forster,Fraser,Forster,Bournemouth,BOU,GK,4.0,3.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
425,Fredricson,Tyler,Fredricson,Man Utd,MUN,DEF,4.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
357,Frimpong,Jeremie,Frimpong,Liverpool,LIV,DEF,5.5,3.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
308,Furlong,Darnell,Furlong,Ipswich Town,IPS,DEF,4.0,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
107,Furo,Kaye,Furo,Brentford,BRE,FWD,4.5,0.9,0,0,a,,,2026-07-28T16:37:26.460290+00:00
23,Fábio Vieira,Fábio,Ferreira Vieira,Arsenal,ARS,MID,5.5,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
27,G.Jesus,Gabriel,Fernando de Jesus,Arsenal,ARS,FWD,6.0,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
4,Gabriel,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,8.0,25.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
367,Gakpo,Cody,Gakpo,Liverpool,LIV,MID,7.0,3.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
519,Gallagher,Conor,Gallagher,Spurs,TOT,MID,5.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
72,Gannon-Doak,Ben,Gannon-Doak,Bournemouth,BOU,MID,5.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
160,Garnacho,Alejandro,Garnacho Ferreyra,Aston Villa,AVL,MID,6.0,1.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
239,Garner,James,Garner,Everton,EVE,MID,6.0,1.5,0,0,i,0,Groin injury - Expected back 22 Aug,2026-07-28T16:37:26.460290+00:00
340,Gelhardt,Joe,Gelhardt,Leeds,LEE,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
242,George,Tyrique,George,Everton,EVE,MID,5.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
51,George Hemmings,George,Hemmings,Aston Villa,AVL,MID,4.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
125,Georginio,Georginio,Rutter,Brighton,BHA,FWD,5.5,0.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
480,Gibbs-White,Morgan,Gibbs-White,Nott'm Forest,NFO,MID,8.0,12.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
282,Giles,Ryan,Giles,Hull City,HUL,DEF,4.0,0.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
443,Gillespie,Mark,Gillespie,Newcastle,NEW,GK,4.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
158,Gittens,Jamie,Bynoe-Gittens,Chelsea,CHE,MID,6.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
341,Gnonto,Wilfried,Gnonto,Leeds,LEE,MID,5.0,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
54,Gomes,Joao,Gomes,Aston Villa,AVL,MID,5.5,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
127,Gomez,Diego,Gómez Amarilla,Brighton,BHA,MID,5.0,2.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
359,Gomez,Joe,Gomez,Liverpool,LIV,DEF,5.0,0.1,0,0,i,0,Muscular injury - Unknown return date,2026-07-28T16:37:26.460290+00:00
371,Gravenberch,Ryan,Gravenberch,Liverpool,LIV,MID,6.0,1.8,0,0,a,,,2026-07-28T16:37:26.460290+00:00
522,Gray,Archie,Gray,Spurs,TOT,MID,5.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
238,Grealish,Jack,Grealish,Man City,MCI,MID,6.5,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
306,Greaves,Jacob,Greaves,Ipswich Town,IPS,DEF,4.0,0.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
184,Grimes,Matt,Grimes,Coventry City,COV,MID,5.0,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
124,Groß,Pascal,Groß,Brighton,BHA,MID,5.5,2.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
344,Gruev,Ilia,Gruev,Leeds,LEE,MID,5.0,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
331,Gudmundsson,Gabriel,Gudmundsson,Leeds,LEE,DEF,4.5,0.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
42,Guessand,Evann,Guessand,Aston Villa,AVL,MID,5.5,0.0,0,0,a,,,2026-07-28T16:37:26.460290+00:00
144,Gusto,Malo,Gusto,Chelsea,CHE,DEF,5.0,1.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
388,Guéhi,Marc,Guéhi,Man City,MCI,DEF,6.0,24.7,0,0,a,,,2026-07-28T16:37:26.460290+00:00
391,Gvardiol,Joško,Gvardiol,Man City,MCI,DEF,5.5,6.8,0,0,a,,,2026-07-28T16:37:26.460290+00:00
297,Gyabi,Darko,Gyabi,Hull City,HUL,MID,4.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
25,Gyökeres,Viktor,Gyökeres,Arsenal,ARS,FWD,7.5,13.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
411,Haaland,Erling,Haaland,Man City,MCI,FWD,15.5,75.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
247,Hackney,Hayden,Hackney,Everton,EVE,MID,5.5,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
449,Hall,Lewis,Hall,Newcastle,NEW,DEF,5.0,4.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
342,Harrison,Jack,Harrison,Leeds,LEE,MID,5.0,0.1,0,0,u,0,Has joined New England Revolution permanently,2026-07-28T16:37:26.460290+00:00
148,Hato,Jorrel,Hato,Chelsea,CHE,DEF,4.5,1.6,0,0,a,,,2026-07-28T16:37:26.460290+00:00
26,Havertz,Kai,Havertz,Arsenal,ARS,FWD,7.5,4.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
414,Heaton,Tom,Heaton,Man Utd,MUN,GK,4.0,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
421,Heaven,Ayden,Heaven,Man Utd,MUN,DEF,4.5,0.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
101,Henderson,Jordan,Henderson,Brentford,BRE,MID,5.0,0.0,0,0,d,75,Wrist injury - 75% chance of playing,2026-07-28T16:37:26.460290+00:00
198,Henderson,Dean,Henderson,Crystal Palace,CRY,GK,5.0,3.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
89,Henry,Rico,Henry,Brentford,BRE,DEF,4.5,0.2,0,0,a,,,2026-07-28T16:37:26.460290+00:00
90,Hickey,Aaron,Hickey,Brentford,BRE,DEF,4.5,0.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
60,Hill,James,Hill,Bournemouth,BOU,DEF,5.5,1.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
9,Hincapie,Piero,Hincapié,Arsenal,ARS,DEF,5.5,5.1,0,0,a,,,2026-07-28T16:37:26.460290+00:00
123,Hinshelwood,Jack,Hinshelwood,Brighton,BHA,MID,6.0,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
317,Hirst,George,Hirst,Ipswich Town,IPS,FWD,5.0,0.5,0,0,a,,,2026-07-28T16:37:26.460290+00:00
538,Hjelde,Leo Fuhr,Hjelde,Sunderland,SUN,DEF,4.0,0.4,0,0,a,,,2026-07-28T16:37:26.460290+00:00
132,Howell,Harry,Howell,Brighton,BHA,MID,4.5,0.3,0,0,a,,,2026-07-28T16:37:26.460290+00:00
